variable_value,primary_mean,primary_ci95,secondary_1_mean,secondary_1_ci95,secondary_2_mean,secondary_2_ci95,n_runs
10000,0.486360,0.010291,9.500000,1.973544,15.500000,7.107719,10
50000,0.610775,0.014389,11.500000,5.958923,36.100000,29.545866,10
100000,0.853076,0.030231,17.700000,14.998062,49.300000,51.406301,10
500000,2.538559,0.087182,57.500000,43.156902,163.600000,110.852985,10
1000000,6.039987,0.386327,220.100000,177.489405,601.900000,460.908926,10
